,date,start_h,start_m,end_h,end_m,content
0,20180101,2시,00분,3시,00분,방송 최저가! 3만원 가격인하![헨리코튼] GOLF 본딩 팬츠 3종 - 남성용(3만원 가격인하)
1,20180101,3시,00분,3시,35분,[WAXX]드디어 한국 상륙! 여성 벤치코트(롱패딩)
2,20180101,3시,35분,4시,05분,자바스 멀티큐브 건조살균기
3,20180101,4시,05분,4시,59분,테이스티샵 단독구성![고래사어묵]★방송동일★어우동4팩+어짬뽕2팩+김치어우동2팩
4,20180101,4시,59분,5시,00분,라이브센스
5,20180101,5시,00분,5시,30분,7만원 혜택 최초 세일 진행!BREAL 핸드메이드 2종 세트 (롱베스트+재킷=코트)
6,20180101,5시,30분,6시,00분,[알로아] 컬러부케 프라이팬+냄비 세트
7,20180101,6시,00분,6시,15분,[KB손보]암-내마음아는암보험
8,20180101,6시,15분,7시,15분,[동부]상해-참좋은상해보험
9,20180101,7시,15분,8시,15분,[김정문 알로에] ★GS단독★ 큐어크림! 우리가족 상비크림!
10,20180101,8시,15분,9시,25분,"★방송 최대 용량★ 2.7L 1통 30일 무료체험NEW 퍼실 라벤더 컴플리트솔루션 2.7L*4,1.8L*5,버넬*1,브레프*3"
11,20180101,9시,25분,10시,25분,[덴티스테] 프리미엄 치약세트(GS단독구성)
12,20180101,10시,25분,11시,35분,★신년맞이 누페이스 특별패키지 TV쇼핑 최초공개★[누페이스] 트리니티+엘르 패키지 (+수분젤 148ml 2개)
13,20180101,11시,35분,12시,40분,[풋사과에 빠지다] 일명 신지다이어트 8주+4주 더 총 12주분
14,20180101,12시,40분,13시,40분,[오트리] 블랙에디션 고메넛츠 100봉
15,20180101,13시,40분,14시,40분,코웨이 나노직수 정수기 렌탈
16,20180101,14시,40분,15시,40분,[맥스클리닉] 로얄캐비어 오일폼 스페셜 패키지
17,20180101,15시,40분,16시,40분,[산지애] 사과(미시마) 3.5kg*3박스(총 10.5kg)
18,20180101,16시,40분,17시,40분,★신년맞이 누페이스 특별패키지 TV쇼핑 최초공개★[누페이스] 트리니티+엘르 패키지 (+수분젤 148ml 2개)
19,20180101,17시,40분,18시,40분,[쿠쿠] 17년 NEW 풀스텐 밥솥 10인 CRP-QW105 + 사은품
20,20180101,18시,40분,19시,35분,서유럽4개국/성인아동/8박10일[1/30. 2/6.20. 3/6.20]인천.대한항공
21,20180101,19시,35분,20시,40분,바디프랜드 안마의자 렌탈
22,20180101,20시,40분,21시,40분,★12배농축/동결건조★★200억 판매★ 시베리안차가버섯 12통 (25g*12통)
23,20180101,21시,40분,22시,45분,견미리팩트★조건없이 5개 용량★ 에이지투웨니스 시즌9 TX세트
24,20180101,22시,45분,23시,45분,롯데렌터카 신차장기렌터카
25,20180101,23시,45분,1시,00분,★GS단독★올리고더미 스페셜마스크 패키지
26,20180102,1시,00분,2시,00분,[라이프에버]보이차다이어트 12주분+ 보이차 추출분말 3박스
27,20180102,2시,00분,2시,30분,★17년최신상★제이코닉 돌먼슬리브 울코트
28,20180102,2시,30분,3시,20분,★17년 최신상★나네트 윈터니트 4종
29,20180102,3시,20분,3시,30분,GS생활백서
30,20180102,3시,30분,3시,31분,라이브센스
31,20180102,3시,31분,4시,30분,★3초의 마법★퀸즈모 여성가발 세트 (커트/염색쿠폰 증정)
32,20180102,4시,30분,5시,30분,코펜하겐럭스] 구나트 자카드 극세사 베딩세트 Q
33,20180102,5시,30분,6시,00분,[카페이탈리아] 홈카페 원터치&드립&콜드브루 3종 풀세트
34,20180102,6시,00분,7시,15분,"프랑스 매장 동일상품, 백화점 입점브랜드 기라로쉬! 매장동일 상품![기라로쉬]소가죽 히팅-퍼 겨울부츠"
35,20180102,7시,15분,8시,15분,[AIG]실버-참쉬운 건강보험
36,20180102,8시,15분,9시,20분,최신상 고결 앰플 +  크림 5종 구성★2018년 최초공개★ 한율 송담 탄력 기초세트+최신상 고결라인
37,20180102,9시,20분,11시,30분,"★런칭가 278,000원! 무려 8만원 가격인하★ 소장가치 100%[마리아꾸르끼] 17FW 프리미엄 울실크 코트"
38,20180102,11시,30분,12시,40분,[GS 1등 유산균] 덴마크 유산균 이야기 3+3병 총 12개월분
39,20180102,12시,40분,13시,20분,[LG] DIOS 김치냉장고 김치톡톡(매직스페이스) 565L [K577TS35]
40,20180102,13시,20분,14시,00분,[AIA]암-원스톱슈퍼암보험
41,20180102,14시,00분,14시,20분,참존 De-age CRD 더블 실속 구성
42,20180102,14시,20분,14시,40분,[휠라]여성 패딩슬립온패키지(신발+가방)_겨울신상초특가
43,20180102,14시,40분,15시,10분,★전고객 40ml 4개 무료체험분+박보검 다이어리★[박보검 Pick] LG 퍼퓸드몽드 섬유유연제 +섬유향수 with KUKKA
44,20180102,15시,10분,15시,40분,★파나소닉 정품 휴대용 전동칫솔 증정★[파나소닉구강세정기]파나소닉 제트워셔 EW-1211A (본체+충전기+노즐4개+진동칫솔 1종 포함)
45,20180102,15시,40분,16시,10분,"★홈쇼핑 단 하나, 식물성 오메가3★[에스더포뮬러]여에스더 식물성오메가3+비타민D 12박스(12개월)"
46,20180102,16시,10분,16시,40분,★특별 사은품 증정★방송에서만할인+무24) 쿠쿠IH 풀스텐 2기압 밥솥 (10인용) CRP-CHS107
47,20180102,16시,40분,17시,40분,[라이나]치과-THE건강한치아보험
48,20180102,17시,40분,18시,40분,쿠쿠 정수기 렌탈
49,20180102,18시,40분,19시,35분,[헨리코튼] 골프 헤비다운 - 남성(3만원 가격인하)
50,20180102,19시,35분,20시,40분,[클락스]17 F/W 클락스 여성 캐쥬얼 앵클 부츠
51,20180102,20시,40분,21시,40분,[큐어이즘] 게르마늄팔찌set 1월
52,20180102,21시,40분,22시,40분,★왕의귀환! 사상최대용량+최저가 특집★NEW 실크테라피 사상최대용량 특집구성 4+2+4
53,20180102,22시,40분,23시,45분,[동양]암-실속암보험(2배체증형)
54,20180102,23시,45분,1시,00분,에듀윌 공인중개사 상담예약
55,20180103,1시,00분,2시,00분,[KB손보]암-내마음아는암보험
56,20180103,2시,00분,2시,39분,★한정수량★제이코닉 셀린롱니트3종
57,20180103,2시,39분,3시,29분,★GS 단독구성★ 일명 강남 헤드스파 샴푸! 상위 1% 머릿결을 탐하다[이희ihee] 스파드이희 No.1 헤드스파 샴푸세트
58,20180103,3시,29분,3시,30분,라이브센스
59,20180103,3시,30분,3시,40분,아하 그렇구나
60,20180103,3시,40분,4시,30분,백화점 입점 브랜드[마리아꾸르끼] 고트스킨 미들 스판부츠
61,20180103,4시,30분,5시,30분,[GET USED] 겟유즈드 여성 기모 크롭 스트레이트 데님 2종
62,20180103,5시,30분,6시,00분,★히트다히트! 타공판으로 집을 새롭게!★[마이홈보드] 타공판 풀구성 86종
63,20180103,6시,00분,6시,15분,[라이나]치과-THE건강한치아보험
64,20180103,6시,15분,7시,15분,[메리츠]치아-이득되는치아보험
65,20180103,7시,15분,8시,15분,프로스펙스 남성 퍼펙트 모션하이브리드다운(경량다운)
66,20180103,8시,15분,9시,25분,[KGEC 한국게르마늄센터] 실버 게르마늄 팔찌 세트
67,20180103,9시,25분,10시,25분,엠베스트 초중등 학습 상담예약
68,20180103,10시,25분,11시,35분,나이에 맞게 홍이장군~♬ 듣다보면 따라해요~정관장 홍이장군 1단계 총 100포 (3세~4세용)
69,20180103,11시,35분,12시,40분,★앰플 최초 최다!★ 화제의 유난희 미라클톡스 앰플 풀패키지
70,20180103,12시,40분,13시,20분,★본품 1팩(32회분)+버넬45ml 모두 30일 무료체험★[퍼실]듀오캡스 컬러(32개입)*6팩+버넬(섬유유연제/향 무작위)1L
71,20180103,13시,20분,14시,00분,[이롬황성주] 1일 1생식 4박스(16주)+고칼슘두유+전동쉐이커
72,20180103,14시,00분,14시,40분,노비타 리모컨 비데 BD-SH600
73,20180103,14시,40분,15시,10분,[주원산오리]싸먹는 오리슬라이스 26팩+후레쉬겨자소스
74,20180103,15시,10분,15시,40분,★겨울철 필수! 업그레이드 단열벽지or폼벽돌[노루하우홈] 겨울맞이 합리적인 DIY 단열벽지/폼벽돌 더블set
75,20180103,15시,40분,16시,10분,[오트리]마카다미아홀릭 오리지널/메이플/트러플어니언 총 60봉!
76,20180103,16시,10분,16시,40분,[신세계푸드] 올반 1+ 명품 한우불고기 10팩 + 왕교자 2팩
77,20180103,16시,40분,17시,40분,[프로스펙스]17F/W 최신상 겨울워킹화 - 남성
78,20180103,17시,40분,18시,40분,[라이나]치과-THE건강한치아보험
79,20180103,18시,40분,19시,35분,"백화점브랜드 FLAMINGO! 폭스,렉스퍼의 따뜻하고 고급스러운 워머[후라밍고]17FW 신상 사가폭스퍼 워머"
80,20180103,19시,35분,21시,40분,과일/채소 생명 연장! 미국 그린백 40매+그린박스16종
81,20180103,21시,40분,22시,40분,[동부]상해-참좋은상해보험
82,20180103,22시,40분,23시,40분,[시원스쿨] 패밀리탭 프리미엄
83,20180103,23시,40분,0시,10분,[맛있는 여행] 불막창 3팩 / 무뼈닭발 3팩 / 돼지껍데기 2팩
84,20180104,0시,10분,1시,00분,이하늬 와일드망고 퍼펙트뷰티 20주
85,20180104,1시,00분,2시,00분,[현대]3CI-간편건강보험
86,20180104,2시,00분,2시,35분,[나네트] 앙고라 울코트+구스베스트 set
87,20180104,2시,35분,3시,15분,GRAND 런칭! [K by 김서룡] 벨티드 맥시 울코트 1종
88,20180104,3시,15분,3시,45분,★GS단독★ 신개념 고효율 전기히터! 블랙앤데커 마이카히터
89,20180104,3시,45분,4시,44분,KOSNEY 침구 신상 벨벳시리즈 런칭![코즈니] 벨벳극세사 차렵 토퍼세트 SS
90,20180104,4시,44분,4시,45분,라이브센스
91,20180104,4시,45분,5시,30분,"[강순의]고추씨백김치4kg,여수돌산갓김치3kg,명이나물장아찌500g"
92,20180104,5시,30분,6시,00분,아름다운 감귤주스 1박스 총 20병
93,20180104,6시,00분,7시,15분,누리아이 안구건조 치료의료기기
94,20180104,7시,15분,8시,15분,[동국제약] ★크림 최다★ New 마데카 크림 하이드라 3X
95,20180104,8시,15분,9시,25분,[SJ WANI] 쉬어드 래빗 리버시블코트
96,20180104,9시,25분,11시,35분,"SO,WOOL Made in ITALY 피아첸자 캐시미어100% 코트"
97,20180104,11시,35분,12시,40분,★리엔케이 최신상 빛크림 시즌5★ 신년 패키지
98,20180104,12시,40분,13시,20분,[AIA]암-원스톱슈퍼암보험
99,20180104,13시,20분,14시,00분,자연미학] 위드 양털형극세사 차렵토퍼세트Q
100,20180104,14시,00분,14시,20분,"★프리미엄 향기가 집안에 가득, GS단독생방송★[깨끗한나라] 프리미엄 허브가든 데이지 화장지 3팩구성"
101,20180104,14시,20분,14시,40분,[메리츠]치아-이득되는치아보험
102,20180104,14시,40분,16시,40분,"● 누구도 따라올 수 없는 최상의 핏을 추구, MOGG 모그 ●[모그핑크] 프리미엄 슬렉스"
103,20180104,16시,40분,17시,40분,[ACE]주택-홈가드보험
104,20180104,17시,40분,18시,40분,[웅가로] VIP 듀얼 번아웃 글램 극세사 침구세트 SS (수퍼싱글)
105,20180104,18시,40분,19시,35분,LG전자 정수기 렌탈
106,20180104,19시,35분,20시,40분,[TS] 올뉴 티에스 샴푸 (샴푸구성)
107,20180104,20시,40분,21시,40분,"1/4(목)20:40생방송,20만원인하>쏘울 해리스트위드울100코트(남)"
108,20180104,21시,40분,22시,40분,간편한 스틱형＊정관장 홍삼정마일드 센스 5+1박스
109,20180104,22시,40분,1시,00분,*최신상* 올가플러스 슈퍼케어밤 최다구성 패키지
110,20180105,1시,00분,2시,00분,최다구성프리바이오틱스FOS 플러스 5개월+6개월+무료체험10포
111,20180105,2시,00분,2시,20분,★사이즈선점필수★ 4만원 가격인하!!![마리아꾸르끼] 체크 롱 울코트
112,20180105,2시,20분,2시,55분,[헨리코튼GOLF]최초 2만원 인하! 울팬츠 3종 - 남성
113,20180105,2시,55분,3시,15분,[헨리코튼GOLF] 최초 2만원 인하! 모카 티셔츠 3종-남성
114,20180105,3시,15분,3시,16분,라이브센스
115,20180105,3시,16분,4시,30분,[온바디 아이샘 눈마사지기] 눈건강지킴이★ 전고객 패드 증정!
116,20180105,4시,30분,5시,00분,●발목이 가늘어보이는 스판 부츠●[BREAL] 브리엘 스판 앵클 부츠
117,20180105,5시,00분,5시,30분,"★홈쇼핑 단 하나, 식물성 오메가3★[에스더포뮬러]여에스더 식물성오메가3+비타민D 12박스(12개월)"
118,20180105,5시,30분,6시,00분,[후코그램] 매일매일 건강한 미역귀 샐러드 총 36팩 세트
119,20180105,6시,00분,7시,15분,관절연골엔 보스웰리아 4개월분
120,20180105,7시,15분,8시,15분,[왕톡동일] 조지루시 보온병 풀세트
121,20180105,8시,15분,9시,25분,★방송동일! 전고객 삼성청소기 증정!★2018년 신제품 [삼성청소기 사은품] 삼성 인버터 건조기 플레티넘 컬러 9KG (DV90M53A0QX)
122,20180105,9시,25분,10시,25분,AHC 최신상 얼티밋 리얼 아이크림 포 페이스 세트
123,20180105,10시,25분,11시,35분,[에브리데이] 브라질너트 120g 총 16팩 1.92kg
124,20180105,11시,35분,12시,40분,LG 퓨리케어 공기청정기 듀얼+클린부스터 AS281DAW[91㎡/28평형]
125,20180105,12시,40분,13시,20분,GS 단독 사은품 3종 포함![드림아트] 컬러링 세트 / 방송동일조건
126,20180105,13시,20분,14시,00분,삼성세탁기 2017 NEW 액티브워시 16kg  그레이[WA16M6830KY1] + 삼성 무선청소기 + 비트세제
127,20180105,14시,00분,14시,20분,[서울대공동개발] 배로 맛있는 약콩두유190ml*24팩*3박스
128,20180105,14시,20분,14시,40분,[모노치즈] 크림치즈 9개 + 베이글 12개 특별 구성
129,20180105,14시,40분,15시,10분,[AIA]암-원스톱슈퍼암보험
130,20180105,15시,10분,15시,40분,[종근당건강]전인화의 락토핏 생유산균 6통 (총 300포)
131,20180105,15시,40분,16시,10분,"주방세제 무려 4200ml포함! 본품 1박스(45회분) 마음껏 써보세요LG 한장빨래 화이트Plus(405회분) +샤프란3,주방세제3"
132,20180105,16시,10분,16시,40분,★NEW 명약원 5일비책 치약 18개 세트★
133,20180105,16시,40분,17시,40분,"★ARS10%,,일시불 10%,무12/보온병+텀블러 모두증정![락앤락] 살롱오브제 냄비 4종+사은품 보온병+텀블러"
134,20180105,17시,40분,18시,45분,깨끗한 북태평양 심해 깊은 곳에서 어획한 거대한 사이즈[동원수산]GS홈쇼핑 최대 사이즈 킹크랩
135,20180105,18시,45분,20시,45분,오사카/교토/고베[성인/아동 3/4-14일월화수 4/8~25일월화수 ]3일 대한항공 김포출발
136,20180105,20시,45분,21시,40분,18년형 최신상 노트북! 삼성 정품 복합기 + 특별 사은품[삼성] 고급팩 북9올웨이즈 NT900X5N-K37S/W (15형)
137,20180105,21시,40분,22시,45분,세실엔느 프리미엄 프리컷 속옷 패키지
138,20180105,22시,45분,23시,50분,12월 24일 전사이즈 대량 입고![Dickies] 디키즈 오리지널 벤치코트/롱패딩 (남녀공용)
139,20180105,23시,50분,2시,00분,팔라우[성인. 3/8~4/26 매주 목요일] 5일. 인천. 아시아나항공
140,20180106,2시,00분,3시,00분,청도 품격여행 3일 [성인/아동. 1/19~2/13 월화수목토일 출발] 힐튼호텔. 인천. 대한항공
141,20180106,3시,00분,3시,30분,[아벡모토(AVEC MOTO)] 엠마 쇼퍼백 3종 SET
142,20180106,3시,30분,3시,31분,라이브센스
143,20180106,3시,31분,4시,30분,"프랑스 매장 동일상품, 백화점 입점브랜드 기라로쉬! 매장동일 상품![기라로쉬]소가죽 히팅-퍼 겨울부츠"
144,20180106,4시,30분,4시,55분,★2017년 FW 신상품★Lapiaf 맥시 울코트
145,20180106,4시,55분,5시,30분,★17 FW 신상★SJ WANI 캐시미어 풀오버 1종
146,20180106,5시,30분,6시,00분,[레벤호프] 독일 내열유리 티메이커 풀세트
147,20180106,6시,00분,7시,15분,[2세트]닥터패드 가정용 저주파자극기(화이트/핑크)
148,20180106,7시,15분,8시,20분,[수려한]진생녹용 콜라겐 기초세트 ★신년 특별구성★
149,20180106,8시,20분,10시,20분,"★시즌2★ 보습IN,탄력UP [에버콜라겐 인앤업 3병(12주)]"
150,20180106,10시,20분,12시,50분,SJ WANI 뉴 캐시미어니트세트
151,20180106,12시,50분,13시,50분,★건강한 스텐+강력한 방탄코팅★[스칸디]블랙스텐 IH 냄비세트
152,20180106,13시,50분,14시,40분,2회연속매진!수량비상[라뮤즈]비주얼 커버크림 ★GS단독★방송동일★
153,20180106,14시,40분,15시,20분,★1+1★ 자연미학] 링클 피그먼트워싱 침구세트Q +한세트 더!
154,20180106,15시,20분,16시,00분,방송 최저가! 3만원 가격인하![헨리코튼] GOLF 본딩 팬츠 3종 - 남성용(3만원 가격인하)
155,20180106,16시,00분,16시,40분,[산지애] 2017년 햇사과(미시마) 3kg*3박스(총 9kg)+주스9팩
156,20180106,16시,40분,17시,40분,[GS 단독] NEW 미로 완전세척 가습기 MIRO-NR07S
157,20180106,17시,40분,18시,40분,LG 코드제로A9 실버 [S96SFBSWH1] 침구세트
158,20180106,18시,40분,19시,30분,발칸일주[성인/아동.1/19.22.29.2/5.16.23] 6박9일. 인천. 크로아티아 9대도시 완벽일주
159,20180106,19시,30분,20시,30분,[LG] 2018년 최신 LG TROMM 건조기 9kg 스톤실버 [RH9SG]
160,20180106,20시,30분,21시,30분,헤어빔 Air 탈모치료기 상담예약
161,20180106,21시,30분,22시,30분,★방송동일! 전고객 삼성정품 사운드바 증정!★[75TV] 삼성 UHD TV(UN75MU6350F) + 사운드바 HW-M360
162,20180106,22시,30분,1시,00분,원더레그 2017 윈터 레깅스 패키지 6종 + 6종 12종 최다구성
163,20180107,1시,00분,2시,00분,큐슈/힐튼+아소팜/성인아동[3/4.5.6.7.11.12.13.14. 2박3일]인천.진에어
164,20180107,2시,00분,3시,00분,제주[성인아동.실속형 1/13~3/25 월화(2/27 별도)] 2박3일. 김포출발. 이스타항공
165,20180107,3시,00분,3시,01분,라이브센스
166,20180107,3시,01분,4시,00분,[웅가로] VIP 듀얼 번아웃 글램 극세사 침구세트 SS (수퍼싱글)
167,20180107,4시,00분,4시,25분,세일!! 초특가 찬스꾸즈 아트웍 밀라노 니트 4종
168,20180107,4시,25분,5시,30분,[종근당건강]전인화의 락토핏 생유산균 6통 (총 300포)
169,20180107,5시,30분,6시,00분,[정준호] 양심참기름 5종 세트
170,20180107,6시,00분,6시,50분,세실엔느 3D보정 초밀착 팬티 패키지 7종
171,20180107,6시,50분,7시,50분,★100억판매/한삼인 판매1위★[농협한삼인]홍삼정 골든타임 180포+무료체험10포 (총190포)
172,20180107,7시,50분,8시,50분,바디프랜드 안마의자 렌탈
173,20180107,8시,50분,10시,00분,LG전자 정수기 렌탈
174,20180107,10시,00분,11시,15분,[큐어이즘] 게르마늄팔찌set 1월
175,20180107,11시,15분,12시,30분,"런칭방송, 2차방송 전체 매진! 초당 4개 판매 크림!★크림 사상 최대용량★ 대웅제약 이지듀 EGF크림 프리미엄"
176,20180107,12시,30분,13시,45분,"방송 최저가!!! ★충격 초특가★ (런칭가139,000원)[MORGAN] 클래식 맥코트 1종"
177,20180107,13시,45분,15시,00분,[Dickies] 디키즈 오리지널 스테디 패딩 (성인용)
178,20180107,15시,00분,16시,15분,2018년 원더브라 최신상 런칭!원더브라107 풀커버리지
179,20180107,16시,15분,17시,20분,2018 최신 W정수기 레트로 렌탈
180,20180107,17시,40분,19시,25분,미동부+나이아가라+캐나다/원월드트레이드센터/성인/8박10일[1/31.2/7.16.23.28.3/2.7..]인천.아시아나
181,20180107,19시,25분,20시,25분,바디프랜드 안마의자 렌탈
182,20180107,20시,25분,21시,40분,라클라우드 라텍스 상담예약
183,20180107,21시,40분,22시,45분,2018년 원더브라 최신상 런칭!원더브라107 풀커버리지
184,20180107,22시,45분,23시,45분,현대캐피탈 자동차 이용프로그램
185,20180107,23시,45분,1시,00분,뇌새김 영어 학습법
186,20180108,1시,00분,2시,00분,[팔레오] 비타민나무 열매 15통+1통 더(청정 티벳산)
187,20180108,2시,00분,3시,00분,[TS] 올뉴 티에스 샴푸 (샴푸구성)
188,20180108,3시,00분,3시,30분,★[NO SALE!!]시즌한정 리미티드 에디션 한정수량! 파격 초특가★일월 플러스 굿밤 온수매트 [퀸+싱글]
189,20180108,3시,30분,3시,31분,라이브센스
190,20180108,3시,31분,4시,30분,[고래사어묵]★방송미리주문★프리미엄 수제어묵세트
191,20180108,4시,30분,5시,30분,"★앱/ARS할인 1만원, 일시불 6천원할인 또는 무이자10개월★[프렌치불] 미국 프렌치불 보온병+도시락 풀세트 백화점 동일"
192,20180108,5시,30분,6시,00분,[위캔] 우리밀쿠키 9종세트
193,20180108,6시,00분,6시,15분,[KB손보]암-내마음아는암보험
194,20180108,6시,15분,7시,15분,[현대]3CI-간편건강보험
195,20180108,7시,15분,8시,15분,"BIG SALE 199,000 > 129,000 !!! 구매찬스벨라디터치 라쿤퍼 울/캐시미어 코트 1종"
196,20180108,8시,15분,9시,25분,[스마트쎈] 12개월 수학 월간지+스마트펜
197,20180108,9시,25분,10시,25분,"세제 최대용량 ★본품2.7L+버넬45ml 30일 무료체험★퍼실 라벤더 컴플리트솔루션 2.7L*6,1.8L*2,버넬*1L,브레프*3"
198,20180108,10시,25분,11시,35분,★방송중 10만원할인★ (2018/01/08)[쿠쿠10인용] 2기압 풀스텐 IH CRP-GHS107FG/FD
199,20180108,11시,35분,12시,40분,TV쇼핑 크림 역대최다 초호화 구성![리리코스]스템셀 신년 대특집 세트
200,20180108,12시,40분,13시,20분,★대세!벤치코트★프로스펙스 여성 구스폴 코트(롱패딩)
201,20180108,13시,20분,14시,00분,[AIG]실버-참쉬운 건강보험
202,20180108,14시,00분,14시,40분,[S컨트롤] 바디컨트롤 팬츠 패키지
203,20180108,14시,40분,15시,10분,[파워건]메탈실버 VS80M8090K2
204,20180108,15시,10분,15시,40분,[대한민국 명장] 장석준 프리미엄 명란 120g 10팩 (총 1.2kg)
205,20180108,15시,40분,16시,10분,[메리츠]치아-이득되는치아보험
206,20180108,16시,10분,16시,40분,[오트리]마카다미아홀릭 오리지널/메이플/트러플어니언 총 60봉!
207,20180108,16시,40분,17시,40분,쿠쿠 정수기 렌탈
208,20180108,17시,40분,18시,40분,[라이나]치과-THE건강한치아보험
209,20180108,18시,40분,19시,35분,[쿠쿠] 17년 NEW 풀스텐 밥솥 10인 CRP-QW105 + 사은품
210,20180108,19시,35분,20시,40분,[동국제약] ★크림 최다★ New 마데카 크림 하이드라 3X
211,20180108,20시,40분,21시,40분,[자이글 프로] 2018 최신상 특가 + 전고객 사은품 3종
212,20180108,21시,40분,22시,40분,[AIA]암-원스톱슈퍼암보험
213,20180108,22시,40분,23시,45분,★방송에서만 Silver 5종★[G&J] 실버 클로버 게르마늄 더블 팔찌 세트
214,20180108,23시,45분,1시,00분,[원더브라]108 원더부스트 블랙 홀리데이 에디션
215,20180109,1시,00분,2시,00분,★최신상/최초 3만원인하★★최신상/3만원↓★바비리스 미라컬 듀오 블랙에디션 C1300K
216,20180109,2시,00분,2시,30분,초 인기 상품! 물량 확보 어려움!★17FW 신상!★ 꾸즈 웜기모 컴포트 슬랙스 3종
217,20180109,2시,30분,3시,20분,선기획 초특가![모르간(MORGAN)] 17F/W 패딩부츠
218,20180109,3시,20분,3시,30분,GS생활백서
219,20180109,3시,30분,4시,30분,프린세스 플레이팅 그릴
220,20180109,4시,30분,5시,30분,★겨울철 필수! 업그레이드 단열벽지or폼벽돌[노루하우홈] 겨울맞이 합리적인 DIY 단열벽지/폼벽돌 더블set
221,20180109,5시,30분,6시,00분,혼자먹는 남원추어탕 5팩
222,20180109,6시,00분,7시,15분,특허받은 만능요리가마솥 시즌2
223,20180109,7시,15분,8시,15분,[동양]암-실속암보험(2배체증형)
224,20180109,8시,15분,9시,20분,엠베스트 초중등 학습 상담예약
225,20180109,9시,20분,11시,30분,★최신상/최고사양/최저가★ MS6003C 로즈골드에디션JMW 팬텀 프라임 드라이기 ★사상최초! 브러쉬증정★
226,20180109,11시,30분,12시,40분,"★방송에서만 10% 세일★정관장 홍삼정마일드 6+3병, 총9병"
227,20180109,12시,40분,13시,20분,[FILA]휠라 여성 워킹슬립온패키지(신발+가방)
228,20180109,13시,20분,14시,00분,GS홈쇼핑 단독 독일 정품 리미티드 에디션 한정판 물량 확보[ADIDAS GOLF]  아디다스 골프 퍼펙트웜 벤치코트 (남여공용)
229,20180109,14시,00분,14시,20분,참존 De-age CRD 더블 실속 구성
230,20180109,14시,20분,14시,40분,★GS단독★1매당665원꼴★동국제약 식약처허가 KF94 황사마스크 60매(3매입x20개)
231,20180109,14시,40분,15시,10분,[모르간]리오네백 2종 (토트백+백팩) 초특가
232,20180109,15시,10분,15시,40분,[A.H.C] AHC 프리미엄 순면 마스크팩 2017 최신상
233,20180109,15시,40분,16시,10분,"★무료체험 최다★ 욕실청소, 이지드롭으로 간편하게[이지드롭] 핸들2, 브러쉬 리필8,걸이2 +무료체험분 (총100회분)"
234,20180109,16시,10분,16시,40분,[DALIN]김병만의 달인공구 오토해머(전동망치) 풀패키지
235,20180109,16시,40분,17시,40분,[ACE]주택-홈가드보험
236,20180109,17시,40분,18시,40분,발이 편한 키높이 워킹화★최초 2만원 할인★ 남성 프로스펙스 NEW 원더힐!
237,20180109,18시,40분,19시,35분,[산지애] 사과(미시마) 3.5kg*3박스(총 10.5kg)
238,20180109,19시,35분,20시,40분,★출시 후 최대지원금★ [SKT]갤럭시 ON7 2016
239,20180109,20시,40분,21시,40분,[시원스쿨] 패밀리탭 프리미엄
240,20180109,21시,40분,22시,40분,한샘 시스템 키친_스토리 2.4M
241,20180109,22시,40분,23시,45분,견미리팩트★조건없이 5개 용량★ 에이지투웨니스 시즌9 TX세트
242,20180109,23시,45분,1시,00분,★31만원 상당의 LG정품 사운드바와 무이자 36개월 혜택까지!★[65TV] LG 울트라 HD LED TV  + 사운드바
243,20180110,1시,00분,2시,00분,[AIG]실버-참쉬운 건강보험
244,20180110,2시,00분,2시,52분,★2017년 FW 신상품★Lapiaf 맥시 울코트
245,20180110,2시,52분,3시,02분,샤피의 건강생활 정보
246,20180110,3시,02분,3시,03분,라이브센스
247,20180110,3시,03분,3시,28분,최초 3만원 인하!![마리아꾸르끼] 천연 스웨이드 앵클부츠
248,20180110,3시,28분,3시,38분,아하 그렇구나
249,20180110,3시,38분,4시,08분,[WAXX]드디어 한국 상륙! 여성 벤치코트(롱패딩)
250,20180110,4시,08분,4시,35분,BREAL 라이크라 기모 데님 팬츠 3종
251,20180110,4시,35분,5시,30분,JW페브] 익스트림 볼륨카페트 점보특대형 +심벌스툴
252,20180110,5시,30분,6시,00분,[레스트업] 원적외선 아로마 수액패치 세트(4종)
253,20180110,6시,00분,6시,15분,[KB손보]암-내마음아는암보험
254,20180110,6시,15분,7시,15분,[동양]암-실속암보험(2배체증형)
255,20180110,7시,15분,8시,15분,★오직 방송에서만 1박스 더★정관장 화애락큐 4박스 (총 4개월분)
256,20180110,8시,15분,9시,25분,[큐어이즘] 게르마늄팔찌set 1월
257,20180110,9시,25분,10시,25분,[라이프에버]보이차다이어트 12주분+ 보이차 추출분말 3박스
258,20180110,10시,25분,11시,35분,[SKECHERS] 여성용 스케쳐스 고워크4 워킹화
259,20180110,11시,35분,12시,40분,[FILA] 휠라 시그니처 블랙에디션 노와이어 브라팬티 속옷
260,20180110,12시,40분,13시,20분,에브리봇 물걸레 무선로봇청소기 RS500 / GS단독 물걸래패드 8장 증정!!
261,20180110,13시,20분,14시,00분,[플루] ★한정판★ 바디 스크럽+브러쉬 스페셜 패키지
262,20180110,14시,00분,14시,40분,코펜하겐럭스] 구나트 자카드 극세사 베딩세트 Q
263,20180110,14시,40분,15시,10분,[동부]상해-참좋은상해보험
