,date,start_h,start_m,end_h,end_m,content
3360,20180514,18시,40분,19시,35분,2018 최신 W정수기 레트로 렌탈
3361,20180514,19시,35분,20시,40분,"[결제0원_상담예약상품]band데이터세이브32,890원 요금제[SKT] 갤럭시노트8_64G"
3362,20180514,20시,40분,21시,40분,전고객 가전 4종 사은품 증정LG 휘센 에어컨 듀얼 디럭스 FQ19D8DWA2 19+7평 2 IN 1
3363,20180514,21시,40분,22시,40분,휠라 여자속옷 맥시커버 에디션 노와이어 브라팬티 6세트 (브라6 + 팬티6 총 12종)
3364,20180514,22시,40분,23시,45분,[동부]상해-참좋은상해보험
3365,20180514,23시,45분,1시,00분,2018 최신모델/최대용량!렌지메이트 퍼펙트 풀세트 (구이팬+ 다용도팬+찜판+뚜껑+요리책)
3366,20180515,1시,00분,2시,00분,뉴욕 정통 DANSKIN 댄스킨 액티브웨어 10종 패키지![DANSKIN] 댄스킨 기능성 여성 액티브웨어 10종 풀 패키지
3367,20180515,2시,00분,2시,40분,★복숭아맛*30+깔라만시맛*30★먹슬림 체지방감소 곤약워터젤리 60팩 (정소민 다이어트)
3368,20180515,2시,40분,2시,50분,샤피의 건강생활 정보
3369,20180515,2시,50분,3시,00분,아하 그렇구나
3370,20180515,3시,00분,4시,00분,모텍스 모텍스아임베개 1종구성+베개커버1+미니북(베개의 기적)
3371,20180515,4시,00분,4시,40분,마리아꾸르끼 여성 원피스 베이지체크/그레이체크 2종 택1
3372,20180515,4시,40분,5시,30분,★미세먼지/코건강은 코세척 의료기기로 관리하세요★메디스토어 나잘후레쉬 코세척기 500ml 대용량 1세트 + 생리식염 분말 3박스 (총 180회분)
3373,20180515,5시,30분,6시,00분,[위캔] 우리밀쿠키 9종세트
3374,20180515,6시,00분,7시,15분,TV홈쇼핑 GS단독! 김사랑의에버콜라겐 인앤업 시즌2 (50.4*3병) (총 12주분)
3375,20180515,7시,15분,8시,15분,★냄새나는 변기/배수구/세탁조 청소! 하비비로 함께하세요하비비 청개구리 변기클리너+싱크대/배수구/세탁조/자몽클리너
3376,20180515,8시,15분,11시,35분,SJ WANI 스페셜에디션팬츠 2종
3377,20180515,11시,35분,12시,40분,엠베스트 초중등 학습 상담예약
3378,20180515,12시,40분,13시,40분,5월 고객 감사 특별구성 전고객 사은품 증정[베리떼 블랙에디션] 정품3개 + 리필3개
3379,20180515,13시,40분,14시,40분,[동양]암-실속암보험(2배체증형)
3380,20180515,14시,40분,15시,10분,★3만원 SALE★신영와코루 아네타 여자속옷 퓨징 바디수트 스킨+블랙 2종 세트
3381,20180515,15시,10분,15시,40분,아쿠아픽 AQ-300 + AQ-220 총 2종 구성!
3382,20180515,15시,40분,16시,40분,★GS단독★분섬사물걸레 6장 증정에브리봇 자동 물걸레 청소기 RS500N 1종
3383,20180515,16시,40분,17시,40분,100퍼센트 국내산 반건조오징어정화식품 국내산 반건조오징어 12미
3384,20180515,17시,40분,18시,40분,스케쳐스 여성 슬립온 메모리폼 쿨슬립온 SL0WP18S5 1종 (골드블랙/실버블랙/핑크/화이트/민트)
3385,20180515,18시,40분,19시,35분,[NIX] 테이퍼드 스트링 남자 청바지 데님 2종
3386,20180515,19시,35분,20시,40분,[AIA]암-원스톱슈퍼암보험
3387,20180515,20시,40분,21시,40분,위니아 에어컨 상담예약
3388,20180515,21시,40분,22시,40분,★TV CF완벽동일 모델! 방송동일조건! 장기무이자 36개월!★LG 트롬 건조기 전기식 9kg RH9SG 스톤실버 (2018년 CF동일)
3389,20180515,22시,40분,23시,50분,최신상! 프리컷은 장점은 그대로~ 디자인은 업그레이드!세실엔느 여성속옷 노와이어 프론트훅 쿨 프리컷 브라팬티 12종세트
3390,20180515,23시,50분,1시,00분,[라이나]치과-THE건강한치아보험
3391,20180516,1시,00분,2시,00분,청양 구기자 고지베리!구기자 발효추출분말 24병  (30g*24 총 720g)
3392,20180516,2시,00분,2시,55분,NIX x GSSHOP 10주년 Special Edition닉스 여성 청바지 크롭 스트레이트진 라이트인디고/미디움인디고 2종세트 (18SS 최신상)
3393,20180516,2시,55분,3시,20분,올리비에스트렐리 여성 레이온 블라우스 4종세트
3394,20180516,3시,20분,3시,30분,GS생활백서
3395,20180516,3시,30분,4시,30분,덕화푸드 장석준 프리미엄 명란 120g 10팩 (총 1.2kg) 대한민국 명장
3396,20180516,4시,30분,5시,30분,★시즌2/장어추출액82%★이경제 홍삼품은장어진액 120포 (60ml*30포*4박스)
3397,20180516,5시,30분,6시,00분,[쿠키아] 뚜부과자 총 13봉(오곡8봉+뚜부3봉+갓뚜부2봉)
3398,20180516,6시,00분,7시,15분,★화제의 홍지민 다이어트!판도라 핑거루트 다이어트 3병 (3개월분)
3399,20180516,7시,15분,8시,15분,자연미학] 링클 피그먼트워싱 이불 겸 스프레드3+베개커버6장 Q
3400,20180516,8시,15분,9시,25분,[야노시호 왕팩트]시크릿뮤즈 커버 팩트 ★방송동일★
3401,20180516,9시,25분,10시,25분,마이클바스티안 여성 티셔츠 린넨 티셔츠 5종 (화이트+차콜+바이올렛+블랙+베이지)
3402,20180516,10시,25분,11시,35분,엘르 2018년 최신상2018 S/S 최신상★ ELLE 메르시 3종 세트
3403,20180516,11시,35분,12시,40분,CF동일프롬바이오 와일드망고 10박스 (총 20주분) 이하늬 다이어트
3404,20180516,12시,40분,13시,20분,[동부]상해-참좋은상해보험
3405,20180516,13시,20분,14시,00분,매직캔 프리미엄 엣지 (9L+30L) +매직롤 총8팩(9L4팩+30L4팩)
3406,20180516,14시,00분,14시,40분,플루 ★상상초월 특집★ 바디 스크럽+브러쉬 역대 최다
3407,20180516,14시,40분,15시,10분,여름이불세트 시어서커데일리라이크 60수 순면 리플 침구세트 슈퍼싱글(SS)
3408,20180516,15시,10분,15시,40분,"GS 단독! 삼성 SD 카드 추가증정!카카오키즈탭2(갤럭시탭+교육콘텐츠 15,000편+케이스+2년이용권)"
3409,20180516,15시,40분,16시,40분,[현대]3CI-간편건강보험
3410,20180516,16시,40분,17시,40분,소금구이맛 10팩 매콤한맛 9팩[신세계푸드] 순살 닭다리구이 19팩 (소금구이맛/매콤한맛)
3411,20180516,17시,40분,18시,40분,2018년 최신상! 사은품 추가증정!쿠쿠 전기압력밥솥 풀스텐 10인용 CRP-R107FB/FS
3412,20180516,18시,40분,19시,35분,[KB]운전자-든든한생활보장보험
3413,20180516,19시,35분,21시,40분,★ 단독 특별가! 미국 No.1 뉴트리닌자 시즌2 공개 ★뉴트리닌자 Auto-IQ 듀오 블랜더 시즌2 BL642KR2 (그라인더 포함 구성)
3414,20180516,21시,40분,22시,40분,[동양]암-실속암보험(2배체증형)
3415,20180516,22시,40분,23시,40분,롯데렌터카 신차장기렌터카
3416,20180516,23시,40분,1시,00분,★백화점에서도 줄서서 사는 그 팩트★브이티 블루비타 콜라겐 팩트 5개 찬스&팔레트 최초
3417,20180517,1시,00분,2시,00분,[ACE]치아-치아안심보험(실속형)
3418,20180517,2시,00분,2시,50분,라삐아프 크링클코튼 블라우스 3종
3419,20180517,2시,50분,3시,50분,"**화이트색상추가! 100% 국내생산, 코즈니만의 트렌디한 색감!코즈니 순면100% 퀼티드 매트리스커버 + 패드 세트 슈퍼싱글(SS)"
3420,20180517,3시,50분,4시,40분,by지니킴저스트지니 여성신발 벨라 스니커즈 1종
3421,20180517,4시,40분,5시,30분,★냄새나는 변기/배수구/세탁조 청소! 하비비로 함께하세요하비비 청개구리 변기클리너+싱크대/배수구/세탁조/자몽클리너
3422,20180517,5시,30분,6시,00분,[평창꽃순이] 김치 선물세트 총 5kg(황태김치+씨백김치)
3423,20180517,6시,00분,7시,15분,에리키반 자석파스 일본 근육통 파스 3세트(총 180매)+사은품
3424,20180517,7시,15분,8시,15분,★NEW★ 차홍 올 힛 롤링 스타일러
3425,20180517,8시,15분,9시,20분,견미리팩트 에이지투웨니스 시즌10 RX 8종세트 (본품2+리필3+에센스+크림+립글로우)
3426,20180517,9시,20분,10시,25분,"★초특가!! 런칭가 159,000원모르간 여성 썸머 컬렉션 4종세트 (베스트+원피스+블라우스+팬츠)"
3427,20180517,10시,25분,11시,35분,"본품 1박스(45회분) 30일 무료체험★ 김희선도 반한 한장빨래 1등매장 GS★LG 한장빨래 화이트Plus 9박스(405회분)+섬유유연제,주방세제"
3428,20180517,11시,35분,12시,40분,플레이텍스 여성속옷 18HOUR 브라팬티세트
3429,20180517,12시,40분,13시,20분,AHC 내추럴 퍼펙션 선스틱 시즌4 (22g*4+14g*4+사은품)
3430,20180517,13시,20분,14시,20분,"대한민국 1등 유산균! 섭취율1위 구매율1위종근당건강 락토핏 유산균 6통 (총 2,000mg*300포)"
3431,20180517,14시,20분,14시,40분,깨끗한나라 화장지 프리미엄 허브가든 데이지 3팩구성(총90롤)
3432,20180517,14시,40분,15시,20분,3만원가격인하 ★마그네슘+비타민B1+B6+B12+엽산★도펠헤르츠 엑티브 활력비타민 12박스 (12개월분)
3433,20180517,15시,20분,16시,10분,해피콜 시 제품 선택!LG DIOS 하이브리드 전기레인지 BEH3G1 [빌트인/스탠딩8.5cm/스탠딩15cm]+겐지아 스텐냄비 5종 사은품
3434,20180517,16시,10분,16시,40분,뼈를 제거하고 6mm씩 슬라이스한 훈제오리목우촌 무항생제 훈제오리 200g * 18팩 (총 3.6kg)
3435,20180517,16시,40분,17시,40분,18년 최신상 아디다스 전구성 NEW 클라이마 9종 풀세트아디다스 남자 속옷 팬티 퍼펙트 레볼루션 클라이마 드로즈 9종 세트
3436,20180517,17시,40분,18시,40분,[라이나]치과-THE건강한치아보험
3437,20180517,18시,40분,19시,35분,자연미학 어반 링클피그먼트 워싱이불3장 + 베개커버6장 세트 퀸(Q)
3438,20180517,19시,35분,20시,40분,LG전자 정수기 렌탈
3439,20180517,20시,40분,21시,40분,라클라우드 라텍스 상담예약
3440,20180517,21시,40분,22시,40분,바디프랜드 안마의자 렌탈
3441,20180517,22시,40분,0시,10분,시세이도 클렌징오일 티스 대용량 280ml * 6개 세트
3442,20180518,0시,10분,1시,00분,[젬앤쥬얼리] 14K 셀레나 이태리볼 컬렉션
3443,20180518,1시,00분,2시,00분,[신한]당뇨엔두배받는건강보험
3444,20180518,2시,00분,2시,50분,2018 최신모델/최대용량!렌지메이트 퍼펙트 풀세트 (구이팬+ 다용도팬+찜판+뚜껑+요리책)
3445,20180518,2시,50분,3시,40분,SJ WANI 스페셜에디션팬츠 2종
3446,20180518,3시,40분,4시,30분,★미세먼지/코건강은 코세척 의료기기로 관리하세요★메디스토어 나잘후레쉬 코세척기 500ml 대용량 1세트 + 생리식염 분말 3박스 (총 180회분)
3447,20180518,4시,30분,5시,30분,18K 스칼렛 천연 루비 풀세트 (5캐럿)
3448,20180518,5시,30분,6시,00분,락앤롤 유로탑 매트리스 슈퍼싱글
3449,20180518,6시,00분,7시,15분,[보원바이오주얼리] 라비아 목걸이+팔찌 세트
3450,20180518,7시,15분,8시,15분,[ACE]주택-홈가드보험
3451,20180518,8시,15분,10시,25분,SJ WANI 썸머 밀라노립 가디건 1종
3452,20180518,10시,25분,11시,35분,★최초! 최대용량!★ 무료체험해보고 구매하세요!★GS단독구성★[덴티스테] 프리미엄 치약세트
3453,20180518,11시,35분,12시,40분,스팽스 보정속옷 TYT 탱크  누드 1종 + 블랙 1종 세트
3454,20180518,12시,40분,13시,40분,[AIA]암-원스톱슈퍼암보험
3455,20180518,13시,40분,14시,40분,5월특집 구성 샴푸 100g 하나더! 무료체험분 파우치 10장!티에스 올뉴 TS샴푸 샴푸만 구성(500g*4개+100g*5개+6g*10개)
3456,20180518,14시,40분,15시,10분,클레어마망 청소 밀대 더블스프레이 바닥걸레 청소기 2세트
3457,20180518,15시,10분,15시,40분,*앱주문시 10%할인*켄트 초극세모 칫솔 24개 + 도자기 칫솔꽂이 2개 + 칫솔케이스
3458,20180518,15시,40분,16시,10분,전고객 삼성 정품 선풍기 사은품 증정 (SFN-K35GABL)삼성 공기청정기 2종세트 (7000 AX80N7580WFD + 5000 AX60N5580WDD) + 선풍기
3459,20180518,16시,10분,16시,40분,보노 스프 30박스 총 90봉(시금치크림+어니언크림+콘스프+포르치니버섯+포타주+머그컵 1개)
3460,20180518,16시,40분,17시,40분,★본품 1팩(32회분) 30일 무료체험★퍼실 듀오캡스 라벤더 6팩 (1팩 32개입) + 프릴 주방세제
3461,20180518,17시,40분,18시,45분,종가집 중부식 포기김치 11kg + 열무김치 1kg
3462,20180518,18시,45분,19시,40분,가정의 달 5월 마지막 주말! 마지막 일시불 혜택!!숀리 엑스바이크 X10 실내 헬스 자전거 2018 최신상
3463,20180518,19시,40분,20시,45분,전고객 가전 4종 사은품 증정LG 휘센 에어컨 듀얼 디럭스 FQ19D8DWA2 19+7평 2 IN 1
3464,20180518,20시,45분,21시,40분,★ 매진모델! BEST라인! GS단독! 사은품까지! ★코렐 매진모델 플럼 6인조
3465,20180518,21시,40분,22시,45분,스팽스 보정속옷 TYT 캐미 블랙 1종+누드 1종+사은품가방
3466,20180518,22시,45분,23시,50분,GS단독_특대형 구성아메리칸투어리스터 에어라이더 여행용 캐리어 가방 7종(화물용2/기내용/커버2/포스턴백/파우치)
3467,20180518,23시,50분,2시,00분,7대 세계문화유산/친퀘테레&티볼리&나폼쏘 포함 9대도시일주/전일정1급호텔이탈리아일주/전일정1급/친퀘테레&나폼쏘 포함/성인아동/6박8일[5/27.6/5.12.19.26]인천.알리탈리아항공
3468,20180519,2시,00분,3시,00분,오사카&나라&교토_NO옵션_성인/아동_[6/3~30일화(제외:6/3)]_진에어 2박3일
3469,20180519,3시,00분,4시,00분,RYN 린 여성용 투밴드 워킹화 + 우븐 슬립온(핑크)
3470,20180519,4시,00분,4시,50분,여름 최신상꾸즈 여성 썸머 블라우스 4종세트 최신상
3471,20180519,4시,50분,5시,30분,매직캔 프리미엄 엣지 (9L+30L) +매직롤 총8팩(9L4팩+30L4팩)
3472,20180519,5시,30분,6시,00분,혼자먹는 남원추어탕 5팩
3473,20180519,6시,00분,7시,15분,TV홈쇼핑 GS단독! 김사랑의에버콜라겐 인앤업 시즌2 (50.4*3병) (총 12주분)
3474,20180519,7시,15분,8시,20분,팔레오 노니 파우더 패밀리구성 32통 (30g*32통) 노니열매 100%
3475,20180519,8시,20분,10시,20분,★병당최저가 2만원대★왕톡 단독구성★덴마크 유산균이야기 6+3병 더! 총 9병 (18개월 분)
3476,20180519,10시,20분,12시,50분,에바큐브 플리츠 썸머블라우스 1종
3477,20180519,12시,50분,13시,50분,바버 프로페셔널 앰플 세트(수분앰플 3박스 + 비타민앰플 3박스)
3478,20180519,13시,50분,14시,40분,"★GS단독방송/무료체험 최다★ 욕실청소, 이지드롭으로 간편하게이지드롭 욕실/변기클리너 완벽 더블 구성 (+총 100회 사용분량)"
3479,20180519,14시,40분,15시,30분,[2세트]파세코 서큘레이터 PCF-H50000W (최고급형)
3480,20180519,15시,30분,16시,30분,최신상! 입은듯 안입은듯 트라이엄프 슬로기 Zero feel~!트라이엄프 여성속옷 슬로기 제로필 브라팬티 8종세트
3481,20180519,16시,30분,17시,20분,2018년형 에어컨 + 선풍기 사은품위니아 둘레바람 멀티+정속형 에어컨 (17+6+6형)
3482,20180519,17시,40분,18시,40분,홀베리 애플망고 냉동망고 150g * 23팩
3483,20180519,18시,40분,19시,30분,스페인+포르투갈/2대전망/야경투어/성인아동/7박9일_7/21 8/18 9/1.8.15 11/3.10.17.24_대한항공
3484,20180519,19시,30분,20시,30분,한샘 메종드키친 2.6M
3485,20180519,20시,30분,21시,30분,홍삼 농축액 함유 간편한 스틱형정관장 홍삼정 마일드센스 6박스 (5+1박스 박스당 10ml*30포 총 180포)
3486,20180519,21시,30분,1시,00분,18SS 최신상 비비안탐 여름 재킷 자켓비비안탐 프렌치 린넨 자켓 1종
3487,20180520,1시,00분,2시,00분,원더브라 여자속옷 노와이어 스포츠 브라팬티 15종(브라5+팬티5+스포츠 시크릿팬티5)
3488,20180520,2시,00분,3시,00분,오사카&나라&교토_NO옵션_성인/아동_[6/3~30일화(제외:6/3)]_진에어 2박3일
3489,20180520,3시,00분,3시,30분,비비안탐 아마레 크로스백 블랙/베이지 2종 택1
3490,20180520,3시,30분,4시,30분,*앱주문시 10%할인*켄트 초극세모 칫솔 24개 + 도자기 칫솔꽂이 2개 + 칫솔케이스
3491,20180520,4시,30분,5시,30분,★ GS 단독! 무려 파우치 100장 + 롤 2개 ★진공포장기 세미팩 LS-7 음식 밀봉 / 냉장고 정리
3492,20180520,5시,30분,6시,00분,★히트다히트! 타공판으로 집을 새롭게!★[마이홈보드] 타공판 풀구성 86종
3493,20180520,6시,00분,6시,50분,5월 가정의달 기념 시즌한정!나라데코 국내산 편백베개 베개 4 + 베개커버 4
3494,20180520,6시,50분,7시,50분,★12배 농축/GS 단독조건★비타민하우스 시베리안 차가버섯 농축분말 25g*12통
3495,20180520,7시,50분,8시,50분,동국제약 센텔리안24 마데카크림 10종 세트
3496,20180520,8시,50분,10시,00분,5월특집 구성 샴푸 100g 하나더! 무료체험분 파우치 10장!티에스 올뉴 TS샴푸 샴푸만 구성(500g*4개+100g*5개+6g*10개)
3497,20180520,10시,00분,11시,15분,"★한국대표 글로벌브랜드 이니스프리의 ""안면 근육 테이핑밴드""★[이니스프리] AA밴드 세트"
3498,20180520,11시,15분,13시,45분,2018S/S 최신상! 상상초월 가격!정품 아디다스 골프 남성 여름 카라 티셔츠 3종 (기능성 반팔)
3499,20180520,13시,45분,15시,00분,오직 GS에서만 항상 24개월 무이자! + GS특급 사은품 독일 기펠 진공청소기!쿠쿠 전기압력밥솥 IH 10인용 풀스텐 CRP-CHS107
3500,20180520,15시,00분,16시,20분,[산지애] 사과(미시마) 3.5kg*3박스(총 10.5kg)
3501,20180520,16시,20분,17시,20분,FILA 휠라 여성 신발 2종세트 (쿨링메쉬 워킹화+슬리퍼)
3502,20180520,17시,20분,19시,30분,"월드체인 노보텔/비경관광포함/아시아나항공/전신마사지포함하노이/하롱베이+특급호텔 [성인.6/17,24.. 9/1.. (*추가일정 있음)..]"
3503,20180520,19시,30분,20시,35분,바디프랜드 안마의자 렌탈
3504,20180520,20시,35분,21시,35분,GRN 분홍이 초록이 그린라이트 녹차카테킨 가르시니아 8병 (분홍이 4병 + 초록이 4병)
3505,20180520,21시,35분,22시,40분,엣지 써큘레이터+엣지 선풍기 증정삼성 무풍 에어컨 슬림화이트 홈멀티형 스탠드 18형+벽걸이 6형
3506,20180520,22시,40분,23시,45분,현대캐피탈 자동차 이용프로그램
3507,20180520,23시,45분,1시,00분,★최신상/방송동일구성★데싱디바 매직프레스 페디큐어 11박스 + 프렙패드*10+네일 파일+점착패드
3508,20180521,1시,00분,2시,00분,팔레오 비타민나무 열매 파우더 32통 (총 960g)
3509,20180521,2시,00분,2시,30분,기능성베개 마약베개나라데코 기능성 수면 베개 국산 베개솜 4개 + 베개 커버 4개 총 8개 세트
3510,20180521,2시,30분,3시,10분,비비안탐 여자구두 어반 버클 펌프스 1종 (블랙/샌드베이지/라벤더/메탈실버 중 택1)
3511,20180521,3시,10분,3시,54분,★식기건조대계의 명품스타일/프리미엄304/GS단독★이녹스린 식기건조대 세트+2종 사은품 추가!
3512,20180521,3시,54분,4시,40분,SJ WANI 퓨어린넨재킷 세트
3513,20180521,4시,40분,4시,50분,샤피의 건강생활 정보
3514,20180521,4시,50분,5시,30분,"★홈쇼핑 단 하나, 식물성 오메가3★에스더포뮬러 파이토 오메가 플러스D 8박스 (총 8개월분)"
3515,20180521,5시,30분,6시,00분,★2017 대한민국 우수공예품/청와대 사랑채 판매중인 옻칠수저★[칠몽] 옻칠수저세트 (2인조) + 사은품 조리도구 3종
3516,20180521,6시,00분,6시,15분,[AIA]암-원스톱슈퍼암보험
3517,20180521,6시,15분,7시,15분,[ACE]주택-홈가드보험
3518,20180521,7시,15분,8시,15분,사은품 이태리 정품 보르미올리 접시 3p 추가!순수 염색제 살롱 컬러 아트갤러리 세트_보르미올리 접시 증정!
3519,20180521,8시,15분,9시,25분,"2018년 최신상! 특별 기획 4종 구성, 1개 19,750원꼴!하이퍼겔 듀오폼 경추베개 4종(베개커버4종) 스폐셜 패키지"
3520,20180521,9시,25분,10시,25분,라이프에버 보이차 다이어트 12주분 + 보이차 추출분말 3박스
3521,20180521,10시,25분,11시,35분,(본구성4+비타민3+프로폴리스1)[함소아]홍키통키 프라임 옐로우(24개월~4세) 특별구성
3522,20180521,11시,35분,12시,40분,★최고급 특대형! 방송동일! 초장기무이자 36개월 혜택!★LG트롬 스타일러 플러스 S5BB 린넨블랙 (5+1 벌 최고급형) 2018년 최신상
3523,20180521,12시,40분,13시,40분,사계절카페트 수입카페트 단독공개!!발타 벨기에 직수입 인테리어 카페트 점보특대+멀티러그 1종 (18SS)
3524,20180521,13시,40분,14시,10분,GS단독방송★본품 2.2L 1통 무료체험+전고객 쿨러백!퍼실 프리미엄 고농축 컬러젤 2.2L 4개+1.5L 4개+브레프+쿨러백
3525,20180521,14시,10분,14시,40분,서울대공동개발 배로 맛있는 약콩두유 190ml*24팩*3박 (총 72팩)
3526,20180521,14시,40분,15시,10분,코펜하겐럭스 리케 피그먼트 차렵러그 퀸(Q) 침구세트 (차렵이불+러그 겸 패트+베개커버2)
3527,20180521,15시,10분,15시,40분,오직 소불고기로만 2.7kg신세계푸드 올반 숯향불고기 150g *  18팩 (총 2.7kg)
3528,20180521,15시,40분,16시,40분,[ACE]치아-치아안심보험(실속형)
3529,20180521,16시,40분,17시,40분,"오직 GS에서만! 항상 무이자 20개월(월 9,400원!!) + 특별 GS단독 추가사은품 증정!자이글 프로 적외선 전기그릴 ZG-MR371R/ZG-MR371"
3530,20180521,17시,40분,18시,40분,[동양]암-실속암보험(2배체증형)
3531,20180521,18시,40분,19시,35분,★135억 판매/한삼인 판매1위★농협홍삼 한삼인 홍삼정골든타임 180포+무료체험10포(총190포)
3532,20180521,19시,35분,20시,40분,★대용량 사상최다! 무려 5병★실크테라피 150ml*5+60ml*1+15ml*2+쇼핑백*1개
3533,20180521,20시,40분,21시,40분,멈스 음식물처리기 렌탈
3534,20180521,21시,40분,22시,40분,[동부]상해-참좋은상해보험
3535,20180521,22시,40분,23시,45분,원더브라 여성속옷 프리미엄 뉴라이트리프트 브라팬티 13종세트 (18SS 최신상)
3536,20180521,23시,45분,1시,00분,2018 최신 W정수기 레트로 렌탈
3537,20180522,1시,00분,2시,00분,오한진 박사 유산균의 먹이프리바이오틱스 FOS 프락토올리고당 11박스+무료체험 10포
3538,20180522,2시,00분,2시,40분,고급 천연소재 린넨 무려 70% 함유! 루즈핏! 반사이즈는 아래로 주문하세요~나네트 여성 라운드슬릿 린넨 재킷 1종
3539,20180522,2시,40분,3시,10분,부드러운 천연 양가죽 수제화왓아이원트 천연 양가죽 로퍼
3540,20180522,3시,10분,3시,50분,"★초특가★ 런칭가 119,000원!!!마리아꾸르끼 로열 셋업 3종(블라우스2종+팬츠1종)"
3541,20180522,3시,50분,4시,30분,비비안탐 여성 선글라스 로라+멜리사 2종세트
3542,20180522,4시,30분,5시,30분,함안 프리미엄 백자멜론 총 8kg(6~9수)
3543,20180522,5시,30분,6시,00분,[정준호] 양심참기름 5종 세트
3544,20180522,6시,00분,7시,15분,"프롬바이오 관절연골엔 보스웰리아 8박스 (총 240정, 4개월분)"
3545,20180522,7시,15분,8시,15분,LG전자 정수기 렌탈
3546,20180522,8시,15분,10시,25분,18SS 최신상 린넨 가디건 3종모그 핑크 여성 린넨 혼방 롱가디건 코코아/오트밀/블랙 3종세트
3547,20180522,10시,25분,11시,35분,AHC 얼티밋 리얼 아이크림 시즌6 데일리라이크에디션 20종세트 (30ml*14+12ml*3+여행용*2+클러치백)
3548,20180522,11시,35분,12시,40분,"유난희가 선택한! 식약처 허가, 특허받은 IPL 의료기기★라이프트론스 유난희 IPL 10000샷★"
3549,20180522,12시,40분,13시,40분,★화제의 홍지민 다이어트!판도라 핑거루트 다이어트 3병 (3개월분)
3550,20180522,13시,40분,14시,40분,[AIA]암-원스톱슈퍼암보험
3551,20180522,14시,40분,15시,40분,삼성 냉장고 T9000 5도어 848L RF85N9203G1/RF85N9203G2 공기청정기+메탈김치통2p 증정
3552,20180522,15시,40분,16시,40분,[플레이텍스]18년 최신상 69차 플레이 액티브 여성 브라 팬티
3553,20180522,16시,40분,17시,40분,위니아 에어컨 상담예약
3554,20180522,17시,40분,18시,40분,케이알티 서유럽6국 상담예약
3555,20180522,18시,40분,19시,35분,2018 여름 최신상!헨리코튼 골프 남성 쿨-매직 스트레치 팬츠 3종 (기능성 / 치노)
3556,20180522,19시,35분,20시,40분,5월특집 구성 샴푸 100g 하나더! 무료체험분 파우치 10장!티에스 올뉴 TS샴푸 샴푸만 구성(500g*4개+100g*5개+6g*10개)
3557,20180522,20시,40분,21시,40분,엣지 써큘레이터+엣지 선풍기 증정삼성 무풍 에어컨 슬림화이트 홈멀티형 스탠드 18형+벽걸이 6형
3558,20180522,21시,40분,22시,40분,바디프랜드 안마의자 렌탈
3559,20180522,22시,40분,23시,45분,롯데렌터카 신차장기렌터카
3560,20180522,23시,45분,1시,00분,삼성 커브드UHD TV UN49MU6500FXKR 49인치+삼성 사운드바
3561,20180523,1시,00분,2시,00분,[라이나]치과-THE건강한치아보험
3562,20180523,2시,00분,2시,30분,입는순간 느껴지는 시원함과 편안함!무니베이직 여성 세미와이드 린넨 팬츠 네이비/베이지/그린 3종세트 (18년 신상)
3563,20180523,2시,30분,3시,00분,블링크판다 선글라스 BP-163K 블랙/화이트/핑크 3종 택1
3564,20180523,3시,00분,3시,40분,18SS 린넨 블라우스+팬츠 2종 세트모그 핑크 여성 썸머 컴포트 수트 2종세트 (블라우스+팬츠)
3565,20180523,3시,40분,4시,30분,라삐아프 마드라스 체크재킷 1종
3566,20180523,4시,30분,4시,40분,아하 그렇구나
3567,20180523,4시,40분,5시,30분,올리비에스트렐리 여자바지 스트레치 화이트+틸그린+그레이+네이비+블랙 5종
3568,20180523,5시,30분,6시,00분,락앤롤 유로탑 매트리스 슈퍼싱글
3569,20180523,6시,00분,7시,15분,[CF동일]레인보우앤네이처 레이델 폴리코사놀5 6박스 (총180정)
3570,20180523,7시,15분,8시,15분,"이롬 황성주 1일1생식 4박스 (총 30g*112포, 16주분) + 고칼슘두유 32팩 + 전동쉐이커"
3571,20180523,8시,15분,9시,25분,[제메이스x명장] 24K 순금 쥬얼리 26.25g(목걸이or팔찌)
3572,20180523,9시,25분,10시,25분,상품평시 일명 기미팩트 1개 증정!★ 멜라반 기미 크림패치 세트(크림 3단지 + 패치 6박스)★
3573,20180523,10시,25분,11시,35분,"★재구매1등/1,800억 판매/소장&대장 동시케어★[여에스더유산균] 울트라플로라 프로바이오틱스BLUE 6병(12개월)"
3574,20180523,11시,35분,12시,40분,"사보텐 일식 돈카츠 + 소스 2종(돈카츠,커리) + 시식권2종"
3575,20180523,12시,40분,13시,40분,[라이나]치과-THE건강한치아보험
3576,20180523,13시,40분,14시,00분,깨끗한나라 순수 3겹 27m*24롤 3팩
3577,20180523,14시,00분,14시,40분,[2세트]파세코 서큘레이터 PCF-H50000W (최고급형)
3578,20180523,14시,40분,15시,10분,싸이먼스캇 캐시미어 숄 이태리 공식수입 (210x70)
3579,20180523,15시,10분,15시,40분,푸마키즈 남아 여름 홈웨어 상하의 10종세트 (18년 최신상품)
3580,20180523,15시,40분,16시,40분,[KB]운전자-든든한생활보장보험
3581,20180523,16시,40분,17시,40분,종가집 중부식 포기김치 11kg+ 포기김치 1kg
3582,20180523,17시,40분,18시,40분,코웨이 공기청정기 상담예약
3583,20180523,18시,40분,19시,35분,[스케쳐스] 여름신발2종/메모리폼샌들+슬리퍼
