,temp,rain,humidity,sunshine,datetime
2315,18.3,0.0,21,1.0,2019-04-07 17:00:00
2316,17.6,0.0,18,1.0,2019-04-07 18:00:00
2317,15.8,0.0,24,0.4,2019-04-07 19:00:00
2318,13.7,0.0,26,0.0,2019-04-07 20:00:00
2319,12.6,0.0,23,0.0,2019-04-07 21:00:00
2320,11.8,0.0,24,0.0,2019-04-07 22:00:00
2321,10.9,0.0,25,0.0,2019-04-07 23:00:00
2322,10.6,0.0,27,0.0,2019-04-08 00:00:00
2323,10.5,0.0,27,0.0,2019-04-08 01:00:00
2324,10.0,0.0,27,0.0,2019-04-08 02:00:00
2325,9.5,0.0,25,0.0,2019-04-08 03:00:00
2326,8.7,0.0,27,0.0,2019-04-08 04:00:00
2327,8.2,0.0,27,0.0,2019-04-08 05:00:00
2328,8.1,0.0,31,0.0,2019-04-08 06:00:00
2329,7.7,0.0,30,0.0,2019-04-08 07:00:00
2330,8.4,0.0,29,1.0,2019-04-08 08:00:00
2331,10.3,0.0,26,1.0,2019-04-08 09:00:00
2332,12.0,0.0,22,1.0,2019-04-08 10:00:00
2333,13.4,0.0,21,1.0,2019-04-08 11:00:00
2334,14.5,0.0,18,1.0,2019-04-08 12:00:00
2335,15.0,0.0,15,1.0,2019-04-08 13:00:00
2336,15.9,0.0,14,1.0,2019-04-08 14:00:00
2337,16.4,0.0,13,1.0,2019-04-08 15:00:00
2338,16.8,0.0,12,1.0,2019-04-08 16:00:00
2339,16.7,0.0,16,1.0,2019-04-08 17:00:00
2340,13.8,0.0,30,0.9,2019-04-08 18:00:00
2341,12.3,0.0,27,0.0,2019-04-08 19:00:00
2342,11.3,0.0,26,0.0,2019-04-08 20:00:00
2343,10.7,0.0,28,0.0,2019-04-08 21:00:00
2344,10.5,0.0,29,0.0,2019-04-08 22:00:00
2345,10.0,0.0,33,0.0,2019-04-08 23:00:00
2346,9.3,0.0,34,0.0,2019-04-09 00:00:00
2347,8.9,0.0,37,0.0,2019-04-09 01:00:00
2348,8.5,0.0,34,0.0,2019-04-09 02:00:00
2349,8.9,0.0,32,0.0,2019-04-09 03:00:00
2350,8.7,0.0,32,0.0,2019-04-09 04:00:00
2351,8.7,0.0,32,0.0,2019-04-09 05:00:00
2352,8.4,0.0,31,0.0,2019-04-09 06:00:00
2353,8.8,0.0,29,0.0,2019-04-09 07:00:00
2354,9.8,0.0,27,0.0,2019-04-09 08:00:00
2355,11.7,0.0,24,0.6,2019-04-09 09:00:00
2356,13.0,0.0,22,0.2,2019-04-09 10:00:00
2357,13.3,0.0,21,0.0,2019-04-09 11:00:00
2358,13.1,0.0,20,0.0,2019-04-09 12:00:00
2359,13.1,0.0,18,0.0,2019-04-09 13:00:00
2360,13.4,0.0,18,0.0,2019-04-09 14:00:00
2361,13.4,0.0,24,0.0,2019-04-09 15:00:00
2362,12.5,0.0,32,0.0,2019-04-09 16:00:00
2363,10.5,0.0,53,0.0,2019-04-09 17:00:00
2364,7.4,1.9,83,0.0,2019-04-09 18:00:00
2365,7.0,3.5,86,0.0,2019-04-09 19:00:00
2366,6.5,3.5,87,0.0,2019-04-09 20:00:00
2367,5.7,2.9,88,0.0,2019-04-09 21:00:00
2368,5.0,1.7,88,0.0,2019-04-09 22:00:00
2369,4.7,2.0,91,0.0,2019-04-09 23:00:00
2370,4.8,1.9,91,0.0,2019-04-10 00:00:00
2371,4.8,1.3,88,0.0,2019-04-10 01:00:00
2372,4.9,0.7,87,0.0,2019-04-10 02:00:00
2373,4.9,0.8,89,0.0,2019-04-10 03:00:00
2374,5.1,0.4,86,0.0,2019-04-10 04:00:00
2375,5.2,0.7,85,0.0,2019-04-10 05:00:00
2376,5.4,0.2,81,0.0,2019-04-10 06:00:00
2377,5.6,0.0,80,0.0,2019-04-10 07:00:00
2378,6.1,0.1,77,0.0,2019-04-10 08:00:00
2379,6.4,0.0,74,0.0,2019-04-10 09:00:00
2380,7.2,0.1,80,0.0,2019-04-10 10:00:00
2381,7.0,0.1,83,0.0,2019-04-10 11:00:00
2382,6.9,0.7,86,0.0,2019-04-10 12:00:00
2383,7.7,0.3,85,0.0,2019-04-10 13:00:00
2384,8.6,0.2,76,0.1,2019-04-10 14:00:00
2385,8.7,0.0,79,0.0,2019-04-10 15:00:00
2386,9.5,0.0,69,0.1,2019-04-10 16:00:00
2387,9.8,0.0,67,0.0,2019-04-10 17:00:00
2388,9.9,0.0,65,0.5,2019-04-10 18:00:00
2389,9.1,0.0,68,0.4,2019-04-10 19:00:00
2390,8.7,0.0,69,0.0,2019-04-10 20:00:00
2391,8.5,0.0,70,0.0,2019-04-10 21:00:00
2392,7.8,0.0,76,0.0,2019-04-10 22:00:00
2393,6.9,0.0,81,0.0,2019-04-10 23:00:00
2394,6.4,0.0,83,0.0,2019-04-11 00:00:00
2395,5.9,0.0,86,0.0,2019-04-11 01:00:00
2396,5.2,0.0,92,0.0,2019-04-11 02:00:00
2397,5.0,0.0,87,0.0,2019-04-11 03:00:00
2398,4.6,0.0,86,0.0,2019-04-11 04:00:00
2399,4.4,0.0,88,0.0,2019-04-11 05:00:00
2400,4.3,0.0,87,0.0,2019-04-11 06:00:00
2401,4.5,0.0,88,0.0,2019-04-11 07:00:00
2402,5.8,0.0,82,0.0,2019-04-11 08:00:00
2403,7.6,0.0,73,1.0,2019-04-11 09:00:00
2404,10.1,0.0,63,1.0,2019-04-11 10:00:00
2405,12.1,0.0,54,1.0,2019-04-11 11:00:00
2406,13.4,0.0,42,1.0,2019-04-11 12:00:00
2407,14.7,0.0,40,1.0,2019-04-11 13:00:00
2408,14.9,0.0,23,1.0,2019-04-11 14:00:00
2409,14.8,0.0,35,0.9,2019-04-11 15:00:00
2410,15.2,0.0,30,1.0,2019-04-11 16:00:00
2411,14.4,0.0,33,1.0,2019-04-11 17:00:00
2412,12.9,0.0,36,0.9,2019-04-11 18:00:00
2413,11.5,0.0,43,0.0,2019-04-11 19:00:00
2414,10.5,0.0,46,0.0,2019-04-11 20:00:00
2415,9.7,0.0,50,0.0,2019-04-11 21:00:00
2416,9.2,0.0,55,0.0,2019-04-11 22:00:00
2417,8.9,0.0,53,0.0,2019-04-11 23:00:00
2418,8.4,0.0,54,0.0,2019-04-12 00:00:00
2419,8.0,0.0,58,0.0,2019-04-12 01:00:00
2420,7.6,0.0,63,0.0,2019-04-12 02:00:00
2421,6.7,0.0,69,0.0,2019-04-12 03:00:00
2422,6.2,0.0,72,0.0,2019-04-12 04:00:00
2423,5.7,0.0,77,0.0,2019-04-12 05:00:00
2424,5.8,0.0,84,0.0,2019-04-12 06:00:00
2425,5.6,0.0,83,0.2,2019-04-12 07:00:00
2426,7.0,0.0,75,1.0,2019-04-12 08:00:00
2427,9.7,0.0,61,1.0,2019-04-12 09:00:00
2428,12.3,0.0,44,1.0,2019-04-12 10:00:00
2429,14.3,0.0,30,1.0,2019-04-12 11:00:00
2430,15.9,0.0,31,1.0,2019-04-12 12:00:00
2431,17.1,0.0,25,1.0,2019-04-12 13:00:00
2432,17.9,0.0,23,1.0,2019-04-12 14:00:00
2433,18.2,0.0,25,1.0,2019-04-12 15:00:00
2434,18.0,0.0,21,1.0,2019-04-12 16:00:00
2435,16.7,0.0,27,1.0,2019-04-12 17:00:00
2436,14.9,0.0,29,1.0,2019-04-12 18:00:00
2437,12.9,0.0,31,0.2,2019-04-12 19:00:00
2438,11.5,0.0,39,0.0,2019-04-12 20:00:00
2439,10.8,0.0,37,0.0,2019-04-12 21:00:00
2440,10.0,0.0,41,0.0,2019-04-12 22:00:00
2441,9.3,0.0,47,0.0,2019-04-12 23:00:00
2442,8.8,0.0,52,0.0,2019-04-13 00:00:00
2443,8.2,0.0,56,0.0,2019-04-13 01:00:00
2444,7.6,0.0,55,0.0,2019-04-13 02:00:00
2445,7.2,0.0,62,0.0,2019-04-13 03:00:00
2446,6.7,0.0,63,0.0,2019-04-13 04:00:00
2447,6.4,0.0,64,0.0,2019-04-13 05:00:00
2448,6.2,0.0,65,0.0,2019-04-13 06:00:00
2449,6.4,0.0,64,0.0,2019-04-13 07:00:00
2450,8.1,0.0,52,0.7,2019-04-13 08:00:00
2451,10.6,0.0,42,1.0,2019-04-13 09:00:00
2452,13.3,0.0,30,1.0,2019-04-13 10:00:00
2453,14.7,0.0,23,1.0,2019-04-13 11:00:00
2454,15.8,0.0,20,1.0,2019-04-13 12:00:00
2455,17.1,0.0,18,1.0,2019-04-13 13:00:00
2456,17.3,0.0,15,1.0,2019-04-13 14:00:00
2457,17.6,0.0,15,1.0,2019-04-13 15:00:00
2458,17.3,0.0,16,1.0,2019-04-13 16:00:00
2459,16.7,0.0,18,1.0,2019-04-13 17:00:00
2460,15.4,0.0,18,1.0,2019-04-13 18:00:00
2461,13.6,0.0,21,0.1,2019-04-13 19:00:00
2462,12.4,0.0,25,0.0,2019-04-13 20:00:00
2463,11.5,0.0,25,0.0,2019-04-13 21:00:00
2464,10.7,0.0,26,0.0,2019-04-13 22:00:00
2465,10.6,0.0,23,0.0,2019-04-13 23:00:00
2466,10.1,0.0,25,0.0,2019-04-14 00:00:00
2467,9.8,0.0,25,0.0,2019-04-14 01:00:00
2468,9.4,0.0,28,0.0,2019-04-14 02:00:00
2469,9.1,0.0,31,0.0,2019-04-14 03:00:00
2470,8.9,0.0,29,0.0,2019-04-14 04:00:00
2471,9.5,0.0,25,0.0,2019-04-14 05:00:00
2472,9.5,0.0,39,0.0,2019-04-14 06:00:00
2473,8.9,0.0,53,0.0,2019-04-14 07:00:00
2474,8.4,0.0,62,0.0,2019-04-14 08:00:00
2475,8.5,0.1,61,0.0,2019-04-14 09:00:00
2476,8.0,0.7,78,0.0,2019-04-14 10:00:00
2477,7.8,0.9,83,0.0,2019-04-14 11:00:00
2478,8.1,0.0,88,0.0,2019-04-14 12:00:00
2479,9.5,0.0,80,0.1,2019-04-14 13:00:00
2480,11.5,0.0,69,0.7,2019-04-14 14:00:00
2481,12.7,0.0,63,0.9,2019-04-14 15:00:00
2482,13.5,0.0,53,0.6,2019-04-14 16:00:00
2483,13.0,0.0,54,1.0,2019-04-14 17:00:00
2484,12.7,0.0,24,1.0,2019-04-14 18:00:00
2485,11.1,0.0,21,0.7,2019-04-14 19:00:00
2486,10.0,0.0,23,0.0,2019-04-14 20:00:00
2487,9.1,0.0,25,0.0,2019-04-14 21:00:00
2488,8.5,0.0,26,0.0,2019-04-14 22:00:00
2489,7.7,0.0,30,0.0,2019-04-14 23:00:00
2490,6.9,0.0,33,0.0,2019-04-15 00:00:00
2491,6.0,0.0,39,0.0,2019-04-15 01:00:00
2492,5.3,0.0,42,0.0,2019-04-15 02:00:00
2493,4.6,0.0,42,0.0,2019-04-15 03:00:00
2494,4.2,0.0,43,0.0,2019-04-15 04:00:00
2495,4.5,0.0,41,0.0,2019-04-15 05:00:00
2496,4.0,0.0,48,0.0,2019-04-15 06:00:00
2497,4.5,0.0,43,0.4,2019-04-15 07:00:00
2498,6.8,0.0,38,1.0,2019-04-15 08:00:00
2499,10.1,0.0,28,1.0,2019-04-15 09:00:00
2500,12.8,0.0,23,1.0,2019-04-15 10:00:00
2501,14.8,0.0,19,1.0,2019-04-15 11:00:00
2502,16.8,0.0,22,1.0,2019-04-15 12:00:00
2503,17.3,0.0,19,1.0,2019-04-15 13:00:00
2504,17.7,0.0,15,1.0,2019-04-15 14:00:00
2505,17.6,0.0,14,1.0,2019-04-15 15:00:00
2506,17.6,0.0,14,1.0,2019-04-15 16:00:00
2507,17.5,0.0,14,1.0,2019-04-15 17:00:00
2508,16.8,0.0,17,1.0,2019-04-15 18:00:00
2509,14.8,0.0,24,0.7,2019-04-15 19:00:00
2510,13.6,0.0,28,0.0,2019-04-15 20:00:00
2511,12.6,0.0,33,0.0,2019-04-15 21:00:00
2512,11.7,0.0,38,0.0,2019-04-15 22:00:00
2513,10.6,0.0,42,0.0,2019-04-15 23:00:00
2514,10.1,0.0,43,0.0,2019-04-16 00:00:00
2515,9.8,0.0,44,0.0,2019-04-16 01:00:00
2516,9.5,0.0,49,0.0,2019-04-16 02:00:00
2517,8.5,0.0,51,0.0,2019-04-16 03:00:00
2518,8.1,0.0,52,0.0,2019-04-16 04:00:00
2519,7.5,0.0,52,0.0,2019-04-16 05:00:00
2520,6.9,0.0,52,0.0,2019-04-16 06:00:00
2521,7.2,0.0,51,0.5,2019-04-16 07:00:00
2522,10.0,0.0,38,1.0,2019-04-16 08:00:00
2523,13.0,0.0,29,1.0,2019-04-16 09:00:00
2524,15.8,0.0,22,1.0,2019-04-16 10:00:00
2525,17.3,0.0,21,1.0,2019-04-16 11:00:00
2526,19.7,0.0,15,1.0,2019-04-16 12:00:00
2527,20.6,0.0,14,1.0,2019-04-16 13:00:00
2528,21.8,0.0,13,1.0,2019-04-16 14:00:00
2529,22.1,0.0,11,1.0,2019-04-16 15:00:00
2530,21.9,0.0,11,1.0,2019-04-16 16:00:00
2531,21.2,0.0,11,1.0,2019-04-16 17:00:00
2532,20.0,0.0,12,1.0,2019-04-16 18:00:00
2533,18.0,0.0,15,0.0,2019-04-16 19:00:00
2534,16.6,0.0,15,0.0,2019-04-16 20:00:00
2535,16.0,0.0,16,0.0,2019-04-16 21:00:00
2536,14.7,0.0,21,0.0,2019-04-16 22:00:00
2537,13.5,0.0,22,0.0,2019-04-16 23:00:00
2538,12.9,0.0,24,0.0,2019-04-17 00:00:00
2539,11.9,0.0,25,0.0,2019-04-17 01:00:00
2540,11.3,0.0,28,0.0,2019-04-17 02:00:00
2541,10.9,0.0,25,0.0,2019-04-17 03:00:00
2542,10.4,0.0,28,0.0,2019-04-17 04:00:00
2543,9.5,0.0,33,0.0,2019-04-17 05:00:00
2544,9.2,0.0,29,0.0,2019-04-17 06:00:00
2545,9.4,0.0,32,0.4,2019-04-17 07:00:00
2546,11.9,0.0,27,1.0,2019-04-17 08:00:00
2547,15.3,0.0,22,1.0,2019-04-17 09:00:00
2548,17.9,0.0,18,1.0,2019-04-17 10:00:00
2549,20.0,0.0,18,1.0,2019-04-17 11:00:00
2550,20.8,0.0,23,1.0,2019-04-17 12:00:00
2551,21.6,0.0,25,1.0,2019-04-17 13:00:00
2552,21.2,0.0,38,1.0,2019-04-17 14:00:00
2553,21.1,0.0,37,1.0,2019-04-17 15:00:00
2554,20.8,0.0,34,1.0,2019-04-17 16:00:00
2555,19.8,0.0,36,1.0,2019-04-17 17:00:00
2556,18.6,0.0,43,1.0,2019-04-17 18:00:00
2557,16.3,0.0,52,0.8,2019-04-17 19:00:00
2558,14.7,0.0,62,0.0,2019-04-17 20:00:00
2559,13.9,0.0,62,0.0,2019-04-17 21:00:00
2560,13.4,0.0,64,0.0,2019-04-17 22:00:00
2561,13.0,0.0,61,0.0,2019-04-17 23:00:00
2562,12.9,0.0,59,0.0,2019-04-18 00:00:00
2563,13.0,0.0,58,0.0,2019-04-18 01:00:00
2564,12.3,0.0,65,0.0,2019-04-18 02:00:00
2565,11.7,0.0,66,0.0,2019-04-18 03:00:00
2566,11.3,0.0,69,0.0,2019-04-18 04:00:00
2567,11.1,0.0,66,0.0,2019-04-18 05:00:00
2568,11.2,0.0,64,0.0,2019-04-18 06:00:00
2569,11.9,0.0,65,0.0,2019-04-18 07:00:00
2570,13.0,0.0,64,0.5,2019-04-18 08:00:00
2571,13.9,0.0,66,0.5,2019-04-18 09:00:00
2572,14.5,0.0,64,0.1,2019-04-18 10:00:00
2573,14.5,0.0,64,0.0,2019-04-18 11:00:00
2574,14.5,0.0,64,0.0,2019-04-18 12:00:00
2575,15.7,0.0,57,0.2,2019-04-18 13:00:00
2576,15.3,0.0,62,0.2,2019-04-18 14:00:00
2577,14.5,0.0,70,0.0,2019-04-18 15:00:00
2578,13.6,0.0,79,0.0,2019-04-18 16:00:00
2579,13.1,0.0,81,0.0,2019-04-18 17:00:00
2580,12.7,0.0,83,0.0,2019-04-18 18:00:00
2581,12.3,0.0,85,0.0,2019-04-18 19:00:00
2582,12.2,0.0,86,0.0,2019-04-18 20:00:00
2583,11.8,0.0,89,0.0,2019-04-18 21:00:00
2584,11.3,0.0,91,0.0,2019-04-18 22:00:00
2585,10.9,0.0,92,0.0,2019-04-18 23:00:00
2586,10.4,0.0,93,0.0,2019-04-19 00:00:00
2587,10.0,0.0,92,0.0,2019-04-19 01:00:00
2588,10.1,0.0,88,0.0,2019-04-19 02:00:00
2589,9.8,0.0,93,0.0,2019-04-19 03:00:00
2590,9.7,0.0,93,0.0,2019-04-19 04:00:00
2591,9.8,0.0,87,0.0,2019-04-19 05:00:00
2592,10.0,0.0,83,0.0,2019-04-19 06:00:00
2593,10.7,0.0,70,0.0,2019-04-19 07:00:00
2594,11.2,0.0,60,0.0,2019-04-19 08:00:00
2595,12.1,0.0,55,0.0,2019-04-19 09:00:00
2596,12.8,0.0,50,0.0,2019-04-19 10:00:00
2597,13.3,0.0,47,0.0,2019-04-19 11:00:00
2598,13.7,0.0,45,0.0,2019-04-19 12:00:00
2599,15.6,0.0,40,0.2,2019-04-19 13:00:00
2600,17.5,0.0,39,1.0,2019-04-19 14:00:00
2601,18.4,0.0,38,1.0,2019-04-19 15:00:00
2602,19.1,0.0,36,1.0,2019-04-19 16:00:00
2603,19.3,0.0,34,1.0,2019-04-19 17:00:00
2604,18.9,0.0,34,1.0,2019-04-19 18:00:00
2605,17.5,0.0,41,0.7,2019-04-19 19:00:00
2606,16.2,0.0,47,0.0,2019-04-19 20:00:00
2607,15.1,0.0,52,0.0,2019-04-19 21:00:00
2608,14.1,0.0,56,0.0,2019-04-19 22:00:00
2609,13.3,0.0,57,0.0,2019-04-19 23:00:00
2610,12.5,0.0,60,0.0,2019-04-20 00:00:00
2611,11.7,0.0,62,0.0,2019-04-20 01:00:00
2612,11.1,0.0,64,0.0,2019-04-20 02:00:00
2613,10.4,0.0,69,0.0,2019-04-20 03:00:00
2614,9.9,0.0,69,0.0,2019-04-20 04:00:00
2615,9.8,0.0,69,0.0,2019-04-20 05:00:00
2616,10.5,0.0,66,0.0,2019-04-20 06:00:00
2617,11.1,0.0,65,0.0,2019-04-20 07:00:00
2618,12.1,0.0,60,0.0,2019-04-20 08:00:00
2619,13.1,0.0,61,0.0,2019-04-20 09:00:00
2620,14.5,0.0,62,0.2,2019-04-20 10:00:00
2621,16.4,0.0,53,0.6,2019-04-20 11:00:00
2622,17.0,0.0,53,0.8,2019-04-20 12:00:00
2623,17.7,0.0,48,0.9,2019-04-20 13:00:00
2624,17.7,0.0,50,0.9,2019-04-20 14:00:00
2625,18.9,0.0,46,1.0,2019-04-20 15:00:00
2626,18.2,0.0,47,0.4,2019-04-20 16:00:00
2627,17.0,0.0,60,0.2,2019-04-20 17:00:00
2628,16.1,0.0,66,0.0,2019-04-20 18:00:00
2629,15.5,0.0,69,0.0,2019-04-20 19:00:00
2630,15.0,0.0,73,0.0,2019-04-20 20:00:00
2631,14.7,0.0,78,0.0,2019-04-20 21:00:00
2632,13.9,0.4,92,0.0,2019-04-20 22:00:00
2633,13.7,0.2,94,0.0,2019-04-20 23:00:00
2634,13.5,0.6,96,0.0,2019-04-21 00:00:00
2635,13.0,0.1,96,0.0,2019-04-21 01:00:00
2636,13.0,0.2,97,0.0,2019-04-21 02:00:00
2637,12.8,0.0,97,0.0,2019-04-21 03:00:00
2638,12.4,0.0,96,0.0,2019-04-21 04:00:00
2639,12.3,0.0,96,0.0,2019-04-21 05:00:00
2640,12.2,0.0,96,0.0,2019-04-21 06:00:00
2641,12.7,0.0,96,0.0,2019-04-21 07:00:00
2642,13.0,0.0,94,0.0,2019-04-21 08:00:00
2643,13.4,0.0,93,0.0,2019-04-21 09:00:00
2644,14.2,0.0,84,0.0,2019-04-21 10:00:00
2645,14.7,0.0,85,0.0,2019-04-21 11:00:00
2646,16.1,0.0,69,0.1,2019-04-21 12:00:00
2647,17.3,0.0,64,0.1,2019-04-21 13:00:00
2648,17.9,0.0,64,0.0,2019-04-21 14:00:00
2649,19.3,0.0,60,1.0,2019-04-21 15:00:00
2650,19.8,0.0,57,1.0,2019-04-21 16:00:00
2651,20.1,0.0,54,1.0,2019-04-21 17:00:00
2652,18.0,0.0,59,0.8,2019-04-21 18:00:00
2653,16.5,0.0,65,0.1,2019-04-21 19:00:00
2654,15.6,0.0,68,0.0,2019-04-21 20:00:00
2655,14.3,0.0,69,0.0,2019-04-21 21:00:00
2656,13.5,0.0,73,0.0,2019-04-21 22:00:00
2657,13.0,0.0,77,0.0,2019-04-21 23:00:00
2658,12.5,0.0,79,0.0,2019-04-22 00:00:00
2659,12.1,0.0,81,0.0,2019-04-22 01:00:00
2660,11.6,0.0,83,0.0,2019-04-22 02:00:00
2661,11.4,0.0,83,0.0,2019-04-22 03:00:00
2662,11.2,0.0,84,0.0,2019-04-22 04:00:00
2663,10.8,0.0,84,0.0,2019-04-22 05:00:00
2664,10.7,0.0,86,0.0,2019-04-22 06:00:00
2665,11.4,0.0,81,0.2,2019-04-22 07:00:00
2666,13.5,0.0,70,1.0,2019-04-22 08:00:00
2667,16.4,0.0,61,1.0,2019-04-22 09:00:00
2668,18.8,0.0,55,1.0,2019-04-22 10:00:00
2669,21.0,0.0,47,1.0,2019-04-22 11:00:00
2670,22.9,0.0,35,1.0,2019-04-22 12:00:00
2671,24.4,0.0,27,1.0,2019-04-22 13:00:00
2672,26.1,0.0,24,1.0,2019-04-22 14:00:00
2673,27.4,0.0,23,1.0,2019-04-22 15:00:00
2674,28.0,0.0,21,1.0,2019-04-22 16:00:00
2675,27.6,0.0,23,1.0,2019-04-22 17:00:00
2676,25.8,0.0,29,0.9,2019-04-22 18:00:00
2677,24.3,0.0,33,0.0,2019-04-22 19:00:00
2678,22.5,0.0,38,0.0,2019-04-22 20:00:00
2679,21.3,0.0,40,0.0,2019-04-22 21:00:00
2680,20.0,0.0,47,0.0,2019-04-22 22:00:00
2681,19.1,0.0,41,0.0,2019-04-22 23:00:00
2682,18.2,0.0,48,0.0,2019-04-23 00:00:00
2683,17.5,0.0,52,0.0,2019-04-23 01:00:00
2684,16.8,0.0,55,0.0,2019-04-23 02:00:00
2685,16.4,0.0,58,0.0,2019-04-23 03:00:00
2686,16.2,0.0,59,0.0,2019-04-23 04:00:00
2687,16.0,0.0,61,0.0,2019-04-23 05:00:00
2688,15.3,0.0,64,0.0,2019-04-23 06:00:00
2689,15.6,0.0,58,0.1,2019-04-23 07:00:00
2690,17.9,0.0,48,0.7,2019-04-23 08:00:00
2691,20.4,0.0,42,1.0,2019-04-23 09:00:00
2692,22.1,0.0,41,0.5,2019-04-23 10:00:00
2693,23.9,0.0,41,1.0,2019-04-23 11:00:00
2694,25.1,0.0,39,0.9,2019-04-23 12:00:00
2695,25.0,0.0,40,0.0,2019-04-23 13:00:00
2696,25.3,0.0,38,0.0,2019-04-23 14:00:00
2697,25.3,0.0,39,0.0,2019-04-23 15:00:00
2698,24.7,0.0,42,0.0,2019-04-23 16:00:00
2699,24.4,0.0,44,0.0,2019-04-23 17:00:00
2700,23.3,0.0,50,0.0,2019-04-23 18:00:00
2701,21.1,0.0,56,0.0,2019-04-23 19:00:00
2702,19.8,0.0,58,0.0,2019-04-23 20:00:00
2703,19.0,0.0,60,0.0,2019-04-23 21:00:00
2704,18.7,0.0,60,0.0,2019-04-23 22:00:00
2705,18.3,0.0,62,0.0,2019-04-23 23:00:00
2706,18.0,0.0,64,0.0,2019-04-24 00:00:00
2707,17.6,0.0,67,0.0,2019-04-24 01:00:00
2708,16.8,0.9,85,0.0,2019-04-24 02:00:00
2709,16.5,1.7,94,0.0,2019-04-24 03:00:00
2710,16.2,0.7,95,0.0,2019-04-24 04:00:00
2711,16.0,0.6,95,0.0,2019-04-24 05:00:00
2712,15.8,0.2,96,0.0,2019-04-24 06:00:00
2713,16.1,0.0,96,0.0,2019-04-24 07:00:00
2714,16.5,0.0,95,0.0,2019-04-24 08:00:00
2715,17.2,0.0,82,0.0,2019-04-24 09:00:00
2716,19.0,0.0,74,0.0,2019-04-24 10:00:00
2717,19.3,0.0,73,0.4,2019-04-24 11:00:00
2718,21.6,0.0,62,1.0,2019-04-24 12:00:00
2719,23.3,0.0,54,1.0,2019-04-24 13:00:00
2720,24.5,0.0,52,1.0,2019-04-24 14:00:00
2721,25.5,0.0,47,1.0,2019-04-24 15:00:00
2722,25.6,0.0,48,1.0,2019-04-24 16:00:00
2723,24.0,0.0,51,1.0,2019-04-24 17:00:00
2724,22.8,0.0,51,1.0,2019-04-24 18:00:00
2725,21.3,0.0,54,0.6,2019-04-24 19:00:00
2726,20.1,0.0,57,0.0,2019-04-24 20:00:00
2727,19.2,0.0,60,0.0,2019-04-24 21:00:00
2728,18.4,0.0,63,0.0,2019-04-24 22:00:00
2729,17.7,0.0,67,0.0,2019-04-24 23:00:00
2730,17.1,0.0,71,0.0,2019-04-25 00:00:00
2731,16.7,0.0,72,0.0,2019-04-25 01:00:00
2732,16.5,0.0,70,0.0,2019-04-25 02:00:00
2733,16.5,0.0,72,0.0,2019-04-25 03:00:00
2734,16.9,0.0,70,0.0,2019-04-25 04:00:00
2735,17.1,0.0,66,0.0,2019-04-25 05:00:00
2736,16.6,0.0,64,0.0,2019-04-25 06:00:00
2737,15.9,0.0,59,0.0,2019-04-25 07:00:00
2738,15.8,0.0,57,0.0,2019-04-25 08:00:00
2739,15.8,0.0,53,0.0,2019-04-25 09:00:00
2740,15.8,0.0,52,0.0,2019-04-25 10:00:00
2741,14.7,0.0,54,0.0,2019-04-25 11:00:00
2742,14.9,0.0,51,0.0,2019-04-25 12:00:00
2743,14.0,0.3,68,0.0,2019-04-25 13:00:00
2744,12.7,0.5,77,0.0,2019-04-25 14:00:00
2745,11.9,0.6,82,0.0,2019-04-25 15:00:00
2746,11.0,1.2,88,0.0,2019-04-25 16:00:00
2747,10.5,0.7,92,0.0,2019-04-25 17:00:00
2748,10.2,0.1,93,0.0,2019-04-25 18:00:00
2749,10.1,0.5,93,0.0,2019-04-25 19:00:00
2750,10.2,1.3,95,0.0,2019-04-25 20:00:00
2751,10.2,2.4,96,0.0,2019-04-25 21:00:00
2752,10.2,2.2,96,0.0,2019-04-25 22:00:00
2753,9.9,1.1,96,0.0,2019-04-25 23:00:00
2754,9.4,0.4,96,0.0,2019-04-26 00:00:00
2755,9.0,0.0,95,0.0,2019-04-26 01:00:00
2756,8.5,0.7,96,0.0,2019-04-26 02:00:00
2757,8.3,0.6,96,0.0,2019-04-26 03:00:00
2758,8.0,1.5,96,0.0,2019-04-26 04:00:00
2759,8.0,0.8,96,0.0,2019-04-26 05:00:00
2760,8.0,0.3,95,0.0,2019-04-26 06:00:00
2761,7.9,0.1,94,0.0,2019-04-26 07:00:00
2762,8.0,0.0,91,0.0,2019-04-26 08:00:00
2763,8.4,0.0,84,0.0,2019-04-26 09:00:00
2764,9.0,0.0,79,0.0,2019-04-26 10:00:00
2765,9.3,0.0,76,0.0,2019-04-26 11:00:00
2766,9.6,0.0,74,0.0,2019-04-26 12:00:00
2767,9.8,0.0,72,0.0,2019-04-26 13:00:00
2768,9.9,0.0,72,0.0,2019-04-26 14:00:00
2769,9.5,0.2,83,0.0,2019-04-26 15:00:00
2770,9.5,0.4,83,0.0,2019-04-26 16:00:00
2771,9.2,0.3,85,0.0,2019-04-26 17:00:00
2772,9.2,0.0,81,0.0,2019-04-26 18:00:00
2773,9.1,0.0,76,0.0,2019-04-26 19:00:00
2774,8.9,0.0,75,0.0,2019-04-26 20:00:00
2775,8.3,0.0,73,0.0,2019-04-26 21:00:00
2776,7.4,0.0,77,0.0,2019-04-26 22:00:00
2777,6.7,0.0,70,0.0,2019-04-26 23:00:00
2778,6.2,0.0,71,0.0,2019-04-27 00:00:00
2779,5.6,0.0,81,0.0,2019-04-27 01:00:00
2780,5.2,0.0,79,0.0,2019-04-27 02:00:00
